date,F0_cautious_behaviour,F1_perception_advice,F2_applicability_usefullness_advice,F3_behaviour_others,F4_consequence_advice
2020-07-21,0.7494680296587762,0.7213756882662001,0.8117946819018563,0.5315908586513557,0.4154774362419918
2020-07-22,0.7446363775399597,0.7196183805278221,0.7878872187115816,0.522827469556504,0.44701245544315366
2020-07-23,0.7217574445495836,0.7297433024825927,0.7817375886524822,0.5189311892723044,0.4131250815393532
2020-07-24,0.7382762739285366,0.7006284276309663,0.7786147590123088,0.516829635570601,0.4433296321139319
2020-07-25,0.7499642130609441,0.7436789157477643,0.7845433482479215,0.5313046192293113,0.4235000841038785
2020-07-26,0.7298904430805135,0.725504489463154,0.7684868514888396,0.5151172001352423,0.43942625528611956
2020-07-27,0.7613974029282378,0.7318324754637445,0.7911848388564962,0.5344198118839905,0.4147090916455116
2020-07-28,0.7475828562133758,0.7396286363409613,0.79305535581888,0.5523892927400821,0.43800828429670585
2020-07-29,0.7339035698938345,0.7522023438749025,0.787627491332223,0.536731976064309,0.44252510586475957
2020-07-30,0.7486058649087098,0.724982679418153,0.7964827978791746,0.5230714728456706,0.4414398125777933
2020-07-31,0.7444790058844909,0.7303676238888062,0.7878812197105889,0.5086586464734776,0.4295694920031155
2020-08-01,0.7406482065854174,0.7184300946817724,0.7972956939285476,0.5099336935488022,0.4347089591355447
2020-08-02,0.748427809811319,0.7336344862839753,0.7853492320287064,0.5731409750276104,0.4490685621616563
2020-08-03,0.7465429450718468,0.7207962397764972,0.7942733880532974,0.5222335571114715,0.4141378993611422
2020-08-04,0.7601272651607783,0.7148658865397961,0.793898942909389,0.5324544574366507,0.467000074674661
2020-08-05,0.7597258041228415,0.7349252809841109,0.7980745362563385,0.5282382388710791,0.4161751296781613
2020-08-06,0.783441337321955,0.7305753528879126,0.8039148424271972,0.5273982981232223,0.41335369201267474
2020-08-07,0.7799730090467597,0.7318788637380899,0.803869627407416,0.5229133841146119,0.4094795354673749
2020-08-08,0.7475805165971832,0.7504594805806305,0.7957098209356951,0.486298605853642,0.4388888888888889
2020-08-09,0.7596043958992874,0.7247880035830622,0.7710554438453081,0.5609869900385365,0.42096539144934203
2020-08-10,0.7754445372903881,0.7347829384828966,0.7757191730644195,0.538474042608762,0.41235902006256986
2020-08-11,0.7649370478331086,0.7150873570501178,0.7948038432555107,0.5590506925133485,0.4197784139334023
2020-08-12,0.7701282196778582,0.7221580611970281,0.8025577659901613,0.5436715629324999,0.42330044808237133
2020-08-13,0.7899308543761097,0.7281382103218991,0.7867259552042161,0.5599575808198965,0.4302345413824168
2020-08-14,0.7679257379070602,0.7168022332686815,0.7895871717939311,0.5541058138049904,0.4195445386719853
2020-08-15,0.7675357519772043,0.7260241130807576,0.7904975815342536,0.5291198856038408,0.4041478859878224
2020-08-16,0.7651106847608999,0.7457361155432902,0.8084108614420284,0.5622280482486801,0.42171363791591643
2020-08-17,0.7875634754239766,0.7379595265607192,0.7900935667803187,0.5606943497519181,0.4342479210875891
2020-08-18,0.7572908710164239,0.7103894853394893,0.7844111045971859,0.55680337682768,0.4379618154268969
2020-08-19,0.7652518167915857,0.7234573467906594,0.763399627937313,0.564333367719608,0.4303058861949732
2020-08-20,0.7816938473620162,0.7448968369021304,0.8161444466952563,0.5672268884329529,0.4325618805899115
2020-08-21,0.7771670076344683,0.7412016631201571,0.7922596519992625,0.5348433348473356,0.41877554996427463
2020-08-22,0.793667807029592,0.7477553849757876,0.8317901234567902,0.5470960011481838,0.38670048742818125
2020-08-23,0.7577932507585227,0.7143888770070315,0.7723765432098765,0.5426985686484114,0.43209876543209874
2020-08-24,0.7722107146990296,0.7132149307384336,0.8088021087156694,0.5766689844880541,0.4018314356055503
2020-08-25,0.7602703164579998,0.7143907493450393,0.800419441520636,0.5828736066952896,0.40975487295701946
2020-08-26,0.7776977610783342,0.727019996430782,0.7888106950973006,0.5809943571898822,0.43604220680729777
2020-08-27,0.8076282495119345,0.7346437235938901,0.8029240620277204,0.5976740712477874,0.4210985448347428
2020-08-28,0.7580454788307689,0.7289345807414621,0.776518747656139,0.5845001864817818,0.4080785303584247
2020-08-29,0.7757533694289366,0.7230225877211532,0.8027535597698101,0.5676066763013363,0.4296986857707195
2020-08-30,0.7392663918555439,0.7399803358300706,0.8026655972071802,0.5661083924242744,0.4219463154419069
2020-08-31,0.7707157027019176,0.7165692563009666,0.7894829596869886,0.5999122809347514,0.4204694896684348
2020-09-01,0.780909610260947,0.7400672719999198,0.8030862257502946,0.5847548747714575,0.41120508580931703
2020-09-02,0.7683134824585288,0.7227578367245127,0.7951834338885184,0.5959271252923063,0.4430431034525194
2020-09-03,0.7941999589029463,0.7402266825145145,0.8298208070977036,0.5903769207442292,0.410857824571302
2020-09-04,0.7718525589907793,0.7081281445041608,0.804024054994837,0.569339117643909,0.45844849062617277
2020-09-05,0.7537856838388193,0.7254375727582809,0.7911467267970629,0.5590887246373193,0.4458846112703825
2020-09-06,0.7609918238953642,0.7414236555132836,0.8133170746979048,0.5991679896910701,0.418308602902567
2020-09-07,0.7714344013768438,0.7355742119039298,0.8132735560032841,0.5810976034842703,0.40775921014085026
2020-09-08,0.7923976038520658,0.7277084439643364,0.7832872850161925,0.5914918512665078,0.4323288718975467
2020-09-09,0.7709326647557633,0.7134825055071486,0.8077122153209109,0.6281540604448941,0.43166434709825546
2020-09-10,0.7950793276111339,0.7454157901325107,0.8016247379454926,0.560132541377532,0.44147622580235724
2020-09-11,0.7946739797378296,0.7233895988893293,0.7912991669229098,0.5654958459012728,0.44361747478627234
2020-09-12,0.7758636257238183,0.7163797338539187,0.7853805366258719,0.5750085756508808,0.4531991486978138
2020-09-13,0.7693630434276939,0.7008439327833467,0.7880867093345844,0.5585223961508103,0.4511576993720347
2020-09-14,0.7829202924322733,0.7352605258221616,0.7960003420215008,0.5655408284096016,0.4739002510982673
2020-09-15,0.7683877648074239,0.7065038868116802,0.7577260898252612,0.580123137118196,0.47115562906347525
2020-09-16,0.8049318948853605,0.6960297327291204,0.7861125948578953,0.6216248882927077,0.47204314541325415
2020-09-17,0.7997301192077393,0.7203091853237563,0.7775059155199341,0.6130093208223111,0.4690535513205666
2020-09-18,0.7961275057915697,0.7005972632315309,0.7814095471757184,0.5797090109703243,0.47272636858375666
2020-09-19,0.8004722966739983,0.6966325343223874,0.7679191655970681,0.5760007591973412,0.462249266426488
2020-09-20,0.798457993176992,0.6992289363599571,0.7626729515697677,0.5913168933589964,0.5003666255209784
2020-09-21,0.8003113900801535,0.708743833379796,0.7960367027057592,0.6234696878063591,0.4746283171090944
2020-09-22,0.7867262796642759,0.6786821097514565,0.7618560126368255,0.5797421482708128,0.4527932797626994
2020-09-23,0.8130148906772585,0.7111974940916747,0.7806087582344361,0.6136908761649947,0.4890190891959236
2020-09-24,0.7881688176278607,0.6786715751491208,0.7614800335858555,0.5957974320618507,0.49924954236413427
2020-09-25,0.804509364598896,0.6818344035118811,0.7718646573473813,0.5899826489599848,0.49613755017517946
2020-09-26,0.7880741203658294,0.6677618255557524,0.7568438571145598,0.587560601678674,0.4971394275616553
2020-09-27,0.7889580866534973,0.671429093205858,0.7580926808300991,0.5841220337895421,0.5258320656180883
2020-09-28,0.7968892135497764,0.6841615331534173,0.7755415193590718,0.6001710814437264,0.4977271024337301
2020-09-29,0.8010572593617548,0.6826176830878198,0.7718404662068439,0.593015919319839,0.4878512543372429
2020-09-30,0.8015583882710351,0.6951982448426967,0.7782111437811844,0.5899549895858003,0.4779489031845273
2020-10-01,0.7911099762303061,0.6898918904759146,0.7788092275193672,0.5949668153553175,0.49290500537493165
2020-10-02,0.7935093060402818,0.6811406833067916,0.7602038409913486,0.5898637642901399,0.48820444815191927
2020-10-03,0.7642464244566332,0.68375648364368,0.7792967968863197,0.576387550067119,0.49617283449329086
2020-10-04,0.7758045076294134,0.6720335122088783,0.7336868583941275,0.5912387899230304,0.4763538600853686
2020-10-05,0.7901293303976071,0.6902889537952658,0.778763418879092,0.6186732668009316,0.4882376317960835
2020-10-06,0.803112712938461,0.695636815910916,0.7479277048773033,0.5947874900418678,0.4842700342015265
2020-10-07,0.8037283354672932,0.7015191291239518,0.7751535536548502,0.5869772921181214,0.48257429332565394
2020-10-08,0.7949954889386781,0.7010860774347815,0.7714912369097764,0.594906262617778,0.4860261028701483
2020-10-09,0.7892509776788229,0.6886143504630433,0.7752581120943952,0.5825290299489393,0.5185223394106666
2020-10-10,0.7907790607005848,0.7004585192100092,0.767162565265097,0.592363597612181,0.5026528874948167
2020-10-11,0.7663718858171991,0.668698527327486,0.743205133618233,0.5928497783775576,0.5020571752239349
2020-10-12,0.7749090083642955,0.6841191976840417,0.7498234463276835,0.6094147397192922,0.4857104562024998
2020-10-13,0.7707084741658067,0.6796505315373607,0.7696220117840997,0.605760752736559,0.48360198883169675
2020-10-14,0.7704768412189321,0.6695855862841961,0.7769216831704219,0.577734804505035,0.5061161676772274
2020-10-15,0.7818104126649188,0.6869630254748116,0.7860748540183602,0.5813903834938576,0.5025384488934229
2020-10-16,0.7815221687664567,0.6635602909000679,0.7710156729627259,0.5516105863180776,0.5035496747127782
2020-10-17,0.779436170093458,0.6904999408654439,0.789400592768295,0.5748761914749492,0.4775498650236325
2020-10-18,0.7845568857704569,0.6905158825209584,0.780376497206285,0.6034913976549613,0.4882728456732595
2020-10-19,0.777244215466151,0.6915699179240534,0.7769832768766617,0.5973570294517053,0.47655784829877573
2020-10-20,0.796428077666522,0.6975456620575401,0.773605192659643,0.5834188873478153,0.4922654763296975
2020-10-21,0.8075850423795246,0.684622156473766,0.7491342647228437,0.6053805060052203,0.4951938971448888
2020-10-22,0.7951417539302281,0.6823616354763877,0.7761734359133562,0.6324488416703768,0.5100508729295996
2020-10-23,0.8055972894471212,0.6942704467238243,0.7580999037905306,0.5996509715889893,0.5178330092740419
2020-10-24,0.8005416861590339,0.7076293183087163,0.76456750229195,0.6058718586052917,0.5200243367017643
2020-10-25,0.8092820627555899,0.6954601625774408,0.7699028256269251,0.6167835747090875,0.5345386570458572
2020-10-26,0.8143172602603137,0.6836062620247759,0.7667463180843849,0.615223947104255,0.5584190801370627
2020-10-27,0.803301218010718,0.6786824466227054,0.773841188400727,0.6186519784604905,0.5415290186582629
2020-10-28,0.8119796829193794,0.6993197390763559,0.7656709816345977,0.6118386828165525,0.5181315545300271
2020-10-29,0.8086353788199985,0.6994744947890236,0.781008895012954,0.6425219997180794,0.5149301449944398
2020-10-30,0.8157231299055392,0.6842297261048262,0.7778847124472785,0.6610727371610898,0.5382869550319028
2020-10-31,0.805172740260125,0.6925068891282423,0.788763181144159,0.6576894610527566,0.5368794326241134
2020-11-01,0.8079917053561955,0.6990580820760821,0.7702140110849207,0.6623930244638854,0.5312130309953771
2020-11-02,0.8230402466459347,0.7021961188257088,0.7757373965144123,0.6714524741555324,0.5242980499734293
2020-11-03,0.8278187104774655,0.6874467009514816,0.7853294086336392,0.6271135062871253,0.5276643990929705
2020-11-04,0.7867058226484667,0.6705808249315378,0.7678815117410783,0.6229265272165243,0.531133114936341
2020-11-05,0.8096809612962332,0.6976187753111684,0.7633047786097626,0.6525797537638643,0.5430454574317257
2020-11-06,0.8212765392522278,0.7166527456851864,0.762083475676157,0.6346131515709644,0.558070498838855
2020-11-07,0.8027166290829801,0.7083248743453535,0.7586046823581208,0.6194407675691664,0.5531254393093167
2020-11-08,0.7873003844020814,0.6840414592739145,0.7566333568441775,0.6558859876234722,0.5353686229773249
2020-11-09,0.8249717055013621,0.6894044259453866,0.7521515069380922,0.6609276291734607,0.5516297677925437
2020-11-10,0.8033099102342127,0.6809007491148831,0.742469739114521,0.6572957973567705,0.5429158899952552
2020-11-11,0.8366885243373737,0.6898929662418009,0.7652661168581991,0.6685981050761871,0.5828217116076209
2020-11-12,0.8017658272946769,0.6640577603169221,0.759911082261013,0.6500052234630711,0.5533605007581285
2020-11-13,0.8125844755920317,0.6476657001061156,0.7649485922871923,0.6260455341379514,0.5410754971000312
2020-11-14,0.8061007116406147,0.6889952004198722,0.7679197840455241,0.633675975914827,0.5462671396640437
2020-11-15,0.8006757906742211,0.6738285912654526,0.758900297418246,0.6515663669854067,0.56432481920588
2020-11-16,0.8007390419208292,0.6873832744763123,0.7526258711335143,0.6429828490315223,0.5588474729065869
2020-11-17,0.8037715473680334,0.6917117163832279,0.7907612257582494,0.6510031040210907,0.527813535760105
2020-11-18,0.810499892864481,0.692436433525515,0.7820098813970178,0.6452728703069897,0.5518855164396534
2020-11-19,0.8005433075124431,0.6601546580591573,0.748585136600566,0.6765673568128366,0.5809589395038781
2020-11-20,0.8012128165310823,0.6657034570817898,0.7680592333723162,0.6428193400278424,0.537935084065872
2020-11-21,0.7957520765282806,0.6946579136795248,0.7730230434665933,0.6351852841214539,0.5116205584939212
2020-11-22,0.8054372477389736,0.6817113528897838,0.7578030694604576,0.6264229637341989,0.560083731027414
2020-11-23,0.7869417251317956,0.677917912686008,0.7447115384615385,0.642649179102765,0.544259294034106
2020-11-24,0.7843985906510947,0.6806616815860093,0.7569822203495802,0.6225816663396254,0.5550470099585266
2020-11-25,0.8128826938854675,0.7037305597923768,0.7752115762351879,0.6254239250967659,0.5313274934668126
2020-11-26,0.7981516248781014,0.6857445511118009,0.7666684350767924,0.6199144314721187,0.5494579945799457
2020-11-27,0.7928451079493876,0.6799434879720468,0.7694021404691933,0.6082553770324264,0.5368475034288231
2020-11-28,0.7901346164240124,0.6869680264544356,0.784511186709388,0.618999109785253,0.5646088794243164
2020-11-29,0.797920992019179,0.7139753530950692,0.7767914865753369,0.6436806602081772,0.5563048065748584
2020-11-30,0.796396830063724,0.700412588608362,0.7790680231183047,0.6131552694737378,0.5490570730975668
2020-12-01,0.7854983140977978,0.6914464267886151,0.7580827113044827,0.6421021630976643,0.5426051988526662
2020-12-02,0.7950691494524598,0.6824067384467892,0.7808343487552142,0.6480905528440524,0.5793693945864216
2020-12-03,0.8042887189743525,0.6981942588298657,0.7729305140337579,0.6272122920545616,0.519990177882126
2020-12-04,0.8051829537515474,0.6729645769135577,0.7356376460883268,0.6389131903617139,0.5075659688541582
2020-12-05,0.7873620499373967,0.656388601197527,0.7300798263624585,0.6196935461990155,0.5434888330192261
2020-12-06,0.7852496850191896,0.6824050090253646,0.7602556797714808,0.6241471771809055,0.5435290310082843
2020-12-07,0.8075464686478275,0.678782403437953,0.7595227785922383,0.6205703106631374,0.554594062069796
2020-12-08,0.8006459200259259,0.6770380398882444,0.7585910652920962,0.6211118484356649,0.5467135107637237
2020-12-09,0.8246371563782361,0.7014759904605379,0.7688954760149193,0.6297118078369669,0.5437416508263277
2020-12-10,0.8159514355418163,0.6940621490571488,0.7725153669053146,0.6446032345173079,0.556185204977744
2020-12-11,0.8146376235594767,0.7161013472732801,0.7873470016038107,0.6412681567818401,0.5826650955480469
2020-12-12,0.8297484620653005,0.7142328756027387,0.7885947612521114,0.6583008715477874,0.589809407618763
2020-12-13,0.8413195344841661,0.7348290175177812,0.7972634759414083,0.6428395672767095,0.5603515214962002
2020-12-14,0.8366607965402302,0.6951720821757449,0.7905436784240384,0.6768564336942323,0.5521848927863018
2020-12-15,0.8246011809332828,0.7183645577018097,0.7853090220377232,0.6162341428073572,0.5571195334496123
2020-12-16,0.8319722856292056,0.7100723114389658,0.7693899108489921,0.6426742395393775,0.5952942018227672
2020-12-17,0.8408611235550147,0.7166176442792512,0.7902286100651669,0.6429028882412066,0.5324841184336072
2020-12-18,0.8439412424514773,0.7301539676091826,0.8085013594862414,0.652122816704384,0.5344668657078101
2020-12-19,0.8339212459427526,0.7025640387831367,0.7898317995732618,0.6698929618367081,0.5377253690631717
2020-12-20,0.8517964969131273,0.7036483114678226,0.7845165213775918,0.6655567909605425,0.5459844177718559
2020-12-21,0.8383679544776371,0.6809939803413099,0.7932785768167776,0.6564886670866521,0.5690271132306504
2020-12-22,0.8452385431781702,0.7285013217979877,0.7990136505264617,0.6412977342030503,0.5573991153920973
2020-12-23,0.8226839756599469,0.7067164278916909,0.7886776953168878,0.6658610795323745,0.5624933635616832
2020-12-24,0.8145513833398501,0.6893563842347119,0.793010752688172,0.6150368804944919,0.5955794504181601
2020-12-25,0.8074169486418301,0.7279965667123657,0.8109049992179233,0.7032329086702044,0.5705140208130988
2020-12-26,0.8249658233280681,0.7014889424255086,0.7875645086850392,0.6805490264976157,0.5527651688679965
2020-12-27,0.8209297812690909,0.721435992371351,0.7928929922150597,0.6563307322739133,0.5740009378160943
2020-12-28,0.831216432543204,0.7092882322872001,0.8028219931523111,0.6693998909077019,0.5525637485934203
2020-12-29,0.8222675373427938,0.7210078146079231,0.7792398285839688,0.671849631935876,0.5937029447355003
2020-12-30,0.8847710945143278,0.7720827850758979,0.8447712418300652,0.7005488513244208,0.5664488017429194
2020-12-31,0.8782306757875794,0.7701645913850933,0.8169104217443809,0.672424539960648,0.6306686383669683
2021-01-01,0.8866670523877321,0.7895647239946225,0.7996031746031745,0.7273933394322246,0.5132275132275131
2021-01-02,0.8125895382283059,0.7025126899853059,0.8152452180837693,0.5951598996172724,0.5764172925382819
2021-01-03,0.8330797492156569,0.7271795594804671,0.8064692682089631,0.6469647898074915,0.5644444444444444
2021-01-04,0.8412497492538819,0.7117171975020613,0.7972483361521038,0.6788702966400155,0.5991840603864577
2021-01-05,0.8515826253536106,0.7283456618596384,0.7929258964678915,0.6683004367561295,0.5957429030661693
2021-01-06,0.838055174437037,0.7312125490712907,0.8111781765838859,0.6665481890336755,0.6034858387799564
2021-01-07,0.8477188457215469,0.7272481898963045,0.785043326244316,0.6737787648508049,0.5872086980072135
2021-01-08,0.8466646413760449,0.7303493230365309,0.799191799418427,0.6562687994265777,0.5907930170497954
2021-01-09,0.854779584038592,0.7498796815071674,0.8159619074793328,0.6675214952331575,0.60103781175531
2021-01-10,0.8602397354324834,0.7416272623435981,0.7967659258049162,0.6616227809995221,0.5920085616749845
2021-01-11,0.8505517945947315,0.7210489321071453,0.7963527768771617,0.6671938873203515,0.6147915918412254
2021-01-12,0.8624720246340994,0.7578367688906262,0.8091377329058113,0.6666074688618938,0.6117377187486513
2021-01-13,0.8506702721368604,0.7218420727647855,0.7867355383939575,0.6651990687747864,0.5823723682171184
2021-01-14,0.8609011799040843,0.7427114817590671,0.7931796610760495,0.6797767602272253,0.609534753791482
2021-01-15,0.8565170535416228,0.7260943407729763,0.7992954698732588,0.6574832332416626,0.6200210043935562
2021-01-16,0.8676523651472733,0.7445694714386141,0.8094427067895862,0.6701673333491065,0.6144261603685499
2021-01-17,0.8588830713789067,0.7397187600250767,0.81238454113699,0.6769253472484031,0.6098659456656801
2021-01-18,0.849260949491935,0.7406143929458453,0.794183943548395,0.6620539205583047,0.6579842261644729
2021-01-19,0.8579913608369354,0.7315043508207103,0.8169714291510589,0.678134418330796,0.6327663978666263
2021-01-20,0.8615094309836935,0.7097011716491468,0.7819971870604782,0.6614593170257683,0.607702372162306
2021-01-21,0.8703545315371647,0.7648167342351134,0.7995439469320066,0.6741106821426637,0.5913815979382466
2021-01-22,0.8541692587892301,0.7393023047021846,0.8133784046653821,0.6940224234876533,0.624468731026108
2021-01-23,0.8463735225764545,0.7243139260080916,0.7852794810190253,0.6596798112387744,0.6323851274356552
2021-01-24,0.8637629274944328,0.7446285071153239,0.7973665268029192,0.6776462767742784,0.6220095231213064
2021-01-25,0.849688134390725,0.7376204080767517,0.8092415280268708,0.6612849132355917,0.5875748572172594
2021-01-26,0.8496838504743094,0.7359901577405118,0.7914633484471996,0.6899140887749883,0.6259407152224243
2021-01-27,0.8627231934437862,0.737688778957732,0.7972168143660664,0.6459083628116861,0.6201428802575095
2021-01-28,0.8377086968761983,0.7229265207458511,0.828715411670272,0.6687588502855342,0.6252166991001632
2021-01-29,0.8626860742446557,0.74809326213984,0.8139108750699322,0.6838533164993872,0.6080619647547677
2021-01-30,0.8144283258474563,0.682951813378689,0.7912325724254926,0.6464943138741791,0.6133786848072562
2021-01-31,0.8481915557205789,0.7255183116158841,0.8007224497854459,0.6767095598234262,0.6269071638428102
