"Uge";"Aldersgruppe";"Vaccinationsstatus";"Bekræftede tilfælde";"Befolkningstørrelse";"Bekræftede tilfælde pr. 100.000"
2021-W18;65-79;Ikke vaccineret;79;163332;48,37
2021-W18;65-79;Påbegyndt vaccinationsforløb;168;593905;28,29
2021-W18;80+;Forventet fuld effekt;16;206143;7,76
2021-W18;80+;Ikke vaccineret;4;15267;26,20
2021-W18;80+;Påbegyndt vaccinationsforløb;6;50355;11,92
2021-W19;12-15;Forventet fuld effekt;0;68;0,00
2021-W19;12-15;Ikke vaccineret;468;283513;165,07
2021-W19;12-15;Påbegyndt vaccinationsforløb;0;29;0,00
2021-W19;16-19;Forventet fuld effekt;1;2444;40,92
2021-W19;16-19;Ikke vaccineret;980;273159;358,76
2021-W19;16-19;Påbegyndt vaccinationsforløb;4;2562;156,13
2021-W19;20-39;Forventet fuld effekt;21;57482;36,53
2021-W19;20-39;Ikke vaccineret;2624;1362068;192,65
2021-W19;20-39;Påbegyndt vaccinationsforløb;55;65749;83,65
2021-W19;40-64;Forventet fuld effekt;48;150289;31,94
2021-W19;40-64;Ikke vaccineret;1806;1518734;118,91
2021-W19;40-64;Påbegyndt vaccinationsforløb;143;236802;60,39
2021-W19;65-79;Forventet fuld effekt;18;185503;9,70
2021-W19;65-79;Ikke vaccineret;52;98937;52,56
2021-W19;65-79;Påbegyndt vaccinationsforløb;157;610744;25,71
2021-W19;80+;Forventet fuld effekt;22;228486;9,63
2021-W19;80+;Ikke vaccineret;4;14114;28,34
2021-W19;80+;Påbegyndt vaccinationsforløb;0;29165;0,00
2021-W20;12-15;Forventet fuld effekt;0;71;0,00
2021-W20;12-15;Ikke vaccineret;409;283484;144,28
2021-W20;12-15;Påbegyndt vaccinationsforløb;0;55;0,00
2021-W20;16-19;Forventet fuld effekt;2;2758;72,52
2021-W20;16-19;Ikke vaccineret;957;272973;350,58
2021-W20;16-19;Påbegyndt vaccinationsforløb;4;2434;164,33
2021-W20;20-39;Forventet fuld effekt;31;65209;47,54
2021-W20;20-39;Ikke vaccineret;2654;1359407;195,23
2021-W20;20-39;Påbegyndt vaccinationsforløb;46;60682;75,81
2021-W20;40-64;Forventet fuld effekt;39;166822;23,38
2021-W20;40-64;Ikke vaccineret;1673;1378055;121,40
2021-W20;40-64;Påbegyndt vaccinationsforløb;248;360948;68,71
2021-W20;65-79;Forventet fuld effekt;16;307010;5,21
2021-W20;65-79;Ikke vaccineret;43;67098;64,09
2021-W20;65-79;Påbegyndt vaccinationsforløb;138;521076;26,48
2021-W20;80+;Forventet fuld effekt;3;241557;1,24
2021-W20;80+;Ikke vaccineret;3;13318;22,53
2021-W20;80+;Påbegyndt vaccinationsforløb;1;16890;5,92
2021-W21;12-15;Forventet fuld effekt;0;75;0,00
2021-W21;12-15;Ikke vaccineret;416;283466;146,75
2021-W21;12-15;Påbegyndt vaccinationsforløb;0;69;0,00
2021-W21;16-19;Forventet fuld effekt;0;3154;0,00
2021-W21;16-19;Ikke vaccineret;846;271496;311,61
2021-W21;16-19;Påbegyndt vaccinationsforløb;8;3516;227,56
2021-W21;20-39;Forventet fuld effekt;25;75412;33,15
2021-W21;20-39;Ikke vaccineret;2719;1356718;200,41
2021-W21;20-39;Påbegyndt vaccinationsforløb;44;53167;82,76
2021-W21;40-64;Forventet fuld effekt;45;188892;23,82
2021-W21;40-64;Ikke vaccineret;1461;1166890;125,20
2021-W21;40-64;Påbegyndt vaccinationsforløb;425;550042;77,27
2021-W21;65-79;Forventet fuld effekt;16;449418;3,56
2021-W21;65-79;Ikke vaccineret;21;52724;39,83
2021-W21;65-79;Påbegyndt vaccinationsforløb;68;393041;17,30
2021-W21;80+;Forventet fuld effekt;19;249637;7,61
2021-W21;80+;Ikke vaccineret;1;12660;7,90
2021-W21;80+;Påbegyndt vaccinationsforløb;0;9468;0,00
2021-W22;12-15;Forventet fuld effekt;0;78;0,00
2021-W22;12-15;Ikke vaccineret;407;283454;143,59
2021-W22;12-15;Påbegyndt vaccinationsforløb;0;78;0,00
2021-W22;16-19;Forventet fuld effekt;0;3658;0,00
2021-W22;16-19;Ikke vaccineret;804;261996;306,87
2021-W22;16-19;Påbegyndt vaccinationsforløb;28;12511;223,80
2021-W22;20-39;Forventet fuld effekt;18;88746;20,28
2021-W22;20-39;Ikke vaccineret;2285;1350369;169,21
2021-W22;20-39;Påbegyndt vaccinationsforløb;35;46184;75,78
2021-W22;40-64;Forventet fuld effekt;40;216327;18,49
2021-W22;40-64;Ikke vaccineret;933;929743;100,35
2021-W22;40-64;Påbegyndt vaccinationsforløb;440;759755;57,91
2021-W22;65-79;Forventet fuld effekt;25;566731;4,41
2021-W22;65-79;Ikke vaccineret;14;45320;30,89
2021-W22;65-79;Påbegyndt vaccinationsforløb;39;283133;13,77
2021-W22;80+;Forventet fuld effekt;18;252532;7,13
2021-W22;80+;Ikke vaccineret;1;12078;8,28
2021-W22;80+;Påbegyndt vaccinationsforløb;0;7155;0,00
2021-W23;12-15;Forventet fuld effekt;0;80;0,00
2021-W23;12-15;Ikke vaccineret;181;283440;63,86
2021-W23;12-15;Påbegyndt vaccinationsforløb;0;90;0,00
2021-W23;16-19;Forventet fuld effekt;0;4172;0,00
2021-W23;16-19;Ikke vaccineret;261;217183;120,18
2021-W23;16-19;Påbegyndt vaccinationsforløb;50;56810;88,01
2021-W23;20-39;Forventet fuld effekt;13;102654;12,66
2021-W23;20-39;Ikke vaccineret;1229;1322730;92,91
2021-W23;20-39;Påbegyndt vaccinationsforløb;43;59914;71,77
2021-W23;40-64;Forventet fuld effekt;25;242315;10,32
2021-W23;40-64;Ikke vaccineret;418;703063;59,45
2021-W23;40-64;Påbegyndt vaccinationsforløb;272;960448;28,32
2021-W23;65-79;Forventet fuld effekt;18;613470;2,93
2021-W23;65-79;Ikke vaccineret;5;41731;11,98
2021-W23;65-79;Påbegyndt vaccinationsforløb;20;239983;8,33
2021-W23;80+;Forventet fuld effekt;8;253867;3,15
2021-W23;80+;Ikke vaccineret;1;11685;8,56
2021-W23;80+;Påbegyndt vaccinationsforløb;0;6213;0,00
2021-W24;12-15;Forventet fuld effekt;0;92;0,00
2021-W24;12-15;Ikke vaccineret;96;283427;33,87
2021-W24;12-15;Påbegyndt vaccinationsforløb;0;90;0,00
2021-W24;16-19;Forventet fuld effekt;0;4513;0,00
2021-W24;16-19;Ikke vaccineret;122;153995;79,22
2021-W24;16-19;Påbegyndt vaccinationsforløb;59;119658;49,31
2021-W24;20-39;Forventet fuld effekt;7;115729;6,05
2021-W24;20-39;Ikke vaccineret;681;1259569;54,07
2021-W24;20-39;Påbegyndt vaccinationsforløb;73;109999;66,36
2021-W24;40-64;Forventet fuld effekt;25;266465;9,38
2021-W24;40-64;Ikke vaccineret;190;503043;37,77
2021-W24;40-64;Påbegyndt vaccinationsforløb;183;1136317;16,10
2021-W24;65-79;Forventet fuld effekt;13;673673;1,93
2021-W24;65-79;Ikke vaccineret;2;39391;5,08
2021-W24;65-79;Påbegyndt vaccinationsforløb;8;182120;4,39
2021-W24;80+;Forventet fuld effekt;7;255078;2,74
2021-W24;80+;Ikke vaccineret;3;11364;26,40
2021-W24;80+;Påbegyndt vaccinationsforløb;2;5323;37,57
2021-W25;12-15;Forventet fuld effekt;0;117;0,00
2021-W25;12-15;Ikke vaccineret;67;283272;23,65
2021-W25;12-15;Påbegyndt vaccinationsforløb;0;222;0,00
2021-W25;16-19;Forventet fuld effekt;1;4836;20,68
2021-W25;16-19;Ikke vaccineret;54;110844;48,72
2021-W25;16-19;Påbegyndt vaccinationsforløb;48;162485;29,54
2021-W25;20-39;Forventet fuld effekt;17;133829;12,70
2021-W25;20-39;Ikke vaccineret;571;1175599;48,57
2021-W25;20-39;Påbegyndt vaccinationsforløb;142;175869;80,74
2021-W25;40-64;Forventet fuld effekt;13;311284;4,18
2021-W25;40-64;Ikke vaccineret;103;367368;28,04
2021-W25;40-64;Påbegyndt vaccinationsforløb;168;1227173;13,69
2021-W25;65-79;Forventet fuld effekt;10;737306;1,36
2021-W25;65-79;Ikke vaccineret;1;37758;2,65
2021-W25;65-79;Påbegyndt vaccinationsforløb;3;120120;2,50
2021-W25;80+;Forventet fuld effekt;4;256096;1,56
2021-W25;80+;Ikke vaccineret;0;11119;0,00
2021-W25;80+;Påbegyndt vaccinationsforløb;0;4550;0,00
2021-W26;12-15;Forventet fuld effekt;0;129;0,00
2021-W26;12-15;Ikke vaccineret;107;279926;38,22
2021-W26;12-15;Påbegyndt vaccinationsforløb;2;3555;56,26
2021-W26;16-19;Forventet fuld effekt;1;5090;19,65
2021-W26;16-19;Ikke vaccineret;145;85435;169,72
2021-W26;16-19;Påbegyndt vaccinationsforløb;283;187640;150,82
2021-W26;20-39;Forventet fuld effekt;68;150927;45,05
2021-W26;20-39;Ikke vaccineret;1022;1085418;94,16
2021-W26;20-39;Påbegyndt vaccinationsforløb;449;248954;180,35
2021-W26;40-64;Forventet fuld effekt;27;374472;7,21
2021-W26;40-64;Ikke vaccineret;99;292126;33,89
2021-W26;40-64;Påbegyndt vaccinationsforløb;298;1239228;24,05
2021-W26;65-79;Forventet fuld effekt;23;793123;2,90
2021-W26;65-79;Ikke vaccineret;4;36737;10,89
2021-W26;65-79;Påbegyndt vaccinationsforløb;2;65324;3,06
2021-W26;80+;Forventet fuld effekt;3;256854;1,17
2021-W26;80+;Ikke vaccineret;0;10947;0,00
2021-W26;80+;Påbegyndt vaccinationsforløb;1;3964;25,23
2021-W27;12-15;Forventet fuld effekt;0;141;0,00
2021-W27;12-15;Ikke vaccineret;194;273305;70,98
2021-W27;12-15;Påbegyndt vaccinationsforløb;18;10164;177,09
2021-W27;16-19;Forventet fuld effekt;3;5318;56,41
2021-W27;16-19;Ikke vaccineret;174;71360;243,83
2021-W27;16-19;Påbegyndt vaccinationsforløb;427;201487;211,92
2021-W27;20-39;Forventet fuld effekt;175;158819;110,19
2021-W27;20-39;Ikke vaccineret;1603;949080;168,90
2021-W27;20-39;Påbegyndt vaccinationsforløb;1016;377399;269,21
2021-W27;40-64;Forventet fuld effekt;80;510080;15,68
2021-W27;40-64;Ikke vaccineret;152;247694;61,37
2021-W27;40-64;Påbegyndt vaccinationsforløb;472;1148050;41,11
2021-W27;65-79;Forventet fuld effekt;46;826175;5,57
2021-W27;65-79;Ikke vaccineret;7;35686;19,62
2021-W27;65-79;Påbegyndt vaccinationsforløb;3;33323;9,00
2021-W27;80+;Forventet fuld effekt;8;257524;3,11
2021-W27;80+;Ikke vaccineret;1;10789;9,27
2021-W27;80+;Påbegyndt vaccinationsforløb;0;3452;0,00
2021-W28;12-15;Forventet fuld effekt;0;151;0,00
2021-W28;12-15;Ikke vaccineret;278;265375;104,76
2021-W28;12-15;Påbegyndt vaccinationsforløb;19;18083;105,07
2021-W28;16-19;Forventet fuld effekt;9;6599;136,38
2021-W28;16-19;Ikke vaccineret;243;63340;383,64
2021-W28;16-19;Påbegyndt vaccinationsforløb;620;208226;297,75
2021-W28;20-39;Forventet fuld effekt;300;163897;183,04
2021-W28;20-39;Ikke vaccineret;2025;724223;279,61
2021-W28;20-39;Påbegyndt vaccinationsforløb;1972;597178;330,22
2021-W28;40-64;Forventet fuld effekt;160;726580;22,02
2021-W28;40-64;Ikke vaccineret;198;222643;88,93
2021-W28;40-64;Påbegyndt vaccinationsforløb;512;956603;53,52
2021-W28;65-79;Forventet fuld effekt;57;840068;6,79
2021-W28;65-79;Ikke vaccineret;9;34710;25,93
2021-W28;65-79;Påbegyndt vaccinationsforløb;3;20406;14,70
2021-W28;80+;Forventet fuld effekt;19;258140;7,36
2021-W28;80+;Ikke vaccineret;3;10642;28,19
2021-W28;80+;Påbegyndt vaccinationsforløb;0;2983;0,00
2021-W29;12-15;Forventet fuld effekt;0;161;0,00
2021-W29;12-15;Ikke vaccineret;318;234635;135,53
2021-W29;12-15;Påbegyndt vaccinationsforløb;33;48815;67,60
2021-W29;16-19;Forventet fuld effekt;11;16186;67,96
2021-W29;16-19;Ikke vaccineret;231;58283;396,34
2021-W29;16-19;Påbegyndt vaccinationsforløb;389;203696;190,97
2021-W29;20-39;Forventet fuld effekt;201;168145;119,54
2021-W29;20-39;Ikke vaccineret;1314;568922;230,96
2021-W29;20-39;Påbegyndt vaccinationsforløb;1487;748230;198,74
2021-W29;40-64;Forventet fuld effekt;157;964974;16,27
2021-W29;40-64;Ikke vaccineret;196;208711;93,91
2021-W29;40-64;Påbegyndt vaccinationsforløb;367;732140;50,13
2021-W29;65-79;Forventet fuld effekt;82;847821;9,67
2021-W29;65-79;Ikke vaccineret;9;33983;26,48
2021-W29;65-79;Påbegyndt vaccinationsforløb;0;13380;0,00
2021-W29;80+;Forventet fuld effekt;31;258687;11,98
2021-W29;80+;Ikke vaccineret;1;10502;9,52
2021-W29;80+;Påbegyndt vaccinationsforløb;0;2576;0,00
2021-W30;12-15;Forventet fuld effekt;0;173;0,00
2021-W30;12-15;Ikke vaccineret;345;194333;177,53
2021-W30;12-15;Påbegyndt vaccinationsforløb;68;89104;76,32
2021-W30;16-19;Forventet fuld effekt;27;55302;48,82
2021-W30;16-19;Ikke vaccineret;291;54235;536,55
2021-W30;16-19;Påbegyndt vaccinationsforløb;390;168628;231,28
2021-W30;20-39;Forventet fuld effekt;259;184664;140,25
2021-W30;20-39;Ikke vaccineret;1481;475726;311,31
2021-W30;20-39;Påbegyndt vaccinationsforløb;1637;824908;198,45
2021-W30;40-64;Forventet fuld effekt;300;1182390;25,37
2021-W30;40-64;Ikke vaccineret;325;197830;164,28
2021-W30;40-64;Påbegyndt vaccinationsforløb;357;525605;67,92
2021-W30;65-79;Forventet fuld effekt;95;851603;11,16
2021-W30;65-79;Ikke vaccineret;10;33349;29,99
2021-W30;65-79;Påbegyndt vaccinationsforløb;5;10232;48,87
2021-W30;80+;Forventet fuld effekt;24;259086;9,26
2021-W30;80+;Ikke vaccineret;1;10393;9,62
2021-W30;80+;Påbegyndt vaccinationsforløb;0;2286;0,00
2021-W31;12-15;Forventet fuld effekt;0;492;0,00
2021-W31;12-15;Ikke vaccineret;446;159778;279,14
2021-W31;12-15;Påbegyndt vaccinationsforløb;109;123340;88,37
2021-W31;16-19;Forventet fuld effekt;41;114875;35,69
2021-W31;16-19;Ikke vaccineret;342;51359;665,90
2021-W31;16-19;Påbegyndt vaccinationsforløb;228;111931;203,70
2021-W31;20-39;Forventet fuld effekt;281;241289;116,46
2021-W31;20-39;Ikke vaccineret;1570;428100;366,74
2021-W31;20-39;Påbegyndt vaccinationsforløb;1140;815909;139,72
2021-W31;40-64;Forventet fuld effekt;401;1380596;29,05
2021-W31;40-64;Ikke vaccineret;440;190664;230,77
2021-W31;40-64;Påbegyndt vaccinationsforløb;319;334565;95,35
2021-W31;65-79;Forventet fuld effekt;132;854104;15,45
2021-W31;65-79;Ikke vaccineret;12;32872;36,50
2021-W31;65-79;Påbegyndt vaccinationsforløb;3;8208;36,55
2021-W31;80+;Forventet fuld effekt;36;259429;13,88
2021-W31;80+;Ikke vaccineret;0;10298;0,00
2021-W31;80+;Påbegyndt vaccinationsforløb;0;2039;0,00
2021-W32;12-15;Forventet fuld effekt;1;1942;51,49
2021-W32;12-15;Ikke vaccineret;486;134544;361,22
2021-W32;12-15;Påbegyndt vaccinationsforløb;191;147124;129,82
2021-W32;16-19;Forventet fuld effekt;73;160321;45,53
2021-W32;16-19;Ikke vaccineret;337;48950;688,45
2021-W32;16-19;Påbegyndt vaccinationsforløb;124;68894;179,99
2021-W32;20-39;Forventet fuld effekt;303;330105;91,79
2021-W32;20-39;Ikke vaccineret;1665;402259;413,91
2021-W32;20-39;Påbegyndt vaccinationsforløb;934;752934;124,05
2021-W32;40-64;Forventet fuld effekt;545;1514850;35,98
2021-W32;40-64;Ikke vaccineret;456;184796;246,76
2021-W32;40-64;Påbegyndt vaccinationsforløb;289;206179;140,17
2021-W32;65-79;Forventet fuld effekt;157;855895;18,34
2021-W32;65-79;Ikke vaccineret;13;32464;40,04
2021-W32;65-79;Påbegyndt vaccinationsforløb;3;6825;43,96
2021-W32;80+;Forventet fuld effekt;46;259696;17,71
2021-W32;80+;Ikke vaccineret;8;10224;78,25
2021-W32;80+;Påbegyndt vaccinationsforløb;2;1845;108,39
2021-W33;12-15;Forventet fuld effekt;2;7993;25,02
2021-W33;12-15;Ikke vaccineret;591;120285;491,33
2021-W33;12-15;Påbegyndt vaccinationsforløb;184;155332;118,46
2021-W33;16-19;Forventet fuld effekt;77;188326;40,89
2021-W33;16-19;Ikke vaccineret;292;46571;626,99
2021-W33;16-19;Påbegyndt vaccinationsforløb;63;43268;145,61
2021-W33;20-39;Forventet fuld effekt;337;459429;73,35
2021-W33;20-39;Ikke vaccineret;1430;382043;374,30
2021-W33;20-39;Påbegyndt vaccinationsforløb;577;643826;89,62
2021-W33;40-64;Forventet fuld effekt;657;1598392;41,10
2021-W33;40-64;Ikke vaccineret;459;179701;255,42
2021-W33;40-64;Påbegyndt vaccinationsforløb;172;127732;134,66
2021-W33;65-79;Forventet fuld effekt;204;857147;23,80
2021-W33;65-79;Ikke vaccineret;22;32056;68,63
2021-W33;65-79;Påbegyndt vaccinationsforløb;4;5981;66,88
2021-W33;80+;Forventet fuld effekt;63;259882;24,24
2021-W33;80+;Ikke vaccineret;5;10145;49,29
2021-W33;80+;Påbegyndt vaccinationsforløb;0;1738;0,00
2021-W34;12-15;Forventet fuld effekt;3;27811;10,79
2021-W34;12-15;Ikke vaccineret;494;108897;453,64
2021-W34;12-15;Påbegyndt vaccinationsforløb;160;146902;108,92
2021-W34;16-19;Forventet fuld effekt;61;204461;29,83
2021-W34;16-19;Ikke vaccineret;225;44478;505,86
2021-W34;16-19;Påbegyndt vaccinationsforløb;43;29226;147,13
2021-W34;20-39;Forventet fuld effekt;345;684227;50,42
2021-W34;20-39;Ikke vaccineret;1110;365771;303,47
2021-W34;20-39;Påbegyndt vaccinationsforløb;350;435301;80,40
2021-W34;40-64;Forventet fuld effekt;802;1652589;48,53
2021-W34;40-64;Ikke vaccineret;476;175100;271,84
2021-W34;40-64;Påbegyndt vaccinationsforløb;118;78136;151,02
2021-W34;65-79;Forventet fuld effekt;226;858605;26,32
2021-W34;65-79;Ikke vaccineret;28;31605;88,59
2021-W34;65-79;Påbegyndt vaccinationsforløb;4;4974;80,42
2021-W34;80+;Forventet fuld effekt;64;260127;24,60
2021-W34;80+;Ikke vaccineret;9;10045;89,60
2021-W34;80+;Påbegyndt vaccinationsforløb;1;1593;62,77
2021-W35;12-15;Forventet fuld effekt;9;66250;13,58
2021-W35;12-15;Ikke vaccineret;333;100863;330,15
2021-W35;12-15;Påbegyndt vaccinationsforløb;91;116497;78,11
2021-W35;16-19;Forventet fuld effekt;51;214281;23,80
2021-W35;16-19;Ikke vaccineret;131;42836;305,82
2021-W35;16-19;Påbegyndt vaccinationsforløb;26;21048;123,53
2021-W35;20-39;Forventet fuld effekt;357;872675;40,91
2021-W35;20-39;Ikke vaccineret;798;354228;225,28
2021-W35;20-39;Påbegyndt vaccinationsforløb;192;258395;74,30
2021-W35;40-64;Forventet fuld effekt;708;1683318;42,06
2021-W35;40-64;Ikke vaccineret;322;171610;187,64
2021-W35;40-64;Påbegyndt vaccinationsforløb;61;50897;119,85
2021-W35;65-79;Forventet fuld effekt;188;859888;21,86
2021-W35;65-79;Ikke vaccineret;19;31191;60,92
2021-W35;65-79;Påbegyndt vaccinationsforløb;1;4105;24,36
2021-W35;80+;Forventet fuld effekt;66;260355;25,35
2021-W35;80+;Ikke vaccineret;14;9951;140,70
2021-W35;80+;Påbegyndt vaccinationsforløb;4;1459;274,13
2021-W36;12-15;Forventet fuld effekt;6;102968;5,83
2021-W36;12-15;Ikke vaccineret;183;95682;191,26
2021-W36;12-15;Påbegyndt vaccinationsforløb;39;84961;45,90
2021-W36;16-19;Forventet fuld effekt;35;219998;15,91
2021-W36;16-19;Ikke vaccineret;112;41737;268,35
2021-W36;16-19;Påbegyndt vaccinationsforløb;9;16430;54,78
2021-W36;20-39;Forventet fuld effekt;314;978257;32,10
2021-W36;20-39;Ikke vaccineret;608;346822;175,31
2021-W36;20-39;Påbegyndt vaccinationsforløb;120;160219;74,90
2021-W36;40-64;Forventet fuld effekt;476;1698135;28,03
2021-W36;40-64;Ikke vaccineret;233;169128;137,77
2021-W36;40-64;Påbegyndt vaccinationsforløb;47;38562;121,88
2021-W36;65-79;Forventet fuld effekt;166;860685;19,29
2021-W36;65-79;Ikke vaccineret;13;30914;42,05
2021-W36;65-79;Påbegyndt vaccinationsforløb;3;3584;83,70
2021-W36;80+;Forventet fuld effekt;67;260522;25,72
2021-W36;80+;Ikke vaccineret;3;9889;30,34
2021-W36;80+;Påbegyndt vaccinationsforløb;0;1354;0,00
2021-W37;12-15;Forventet fuld effekt;3;135549;2,21
2021-W37;12-15;Ikke vaccineret;149;91974;162,00
2021-W37;12-15;Påbegyndt vaccinationsforløb;13;56148;23,15
2021-W37;16-19;Forventet fuld effekt;12;224033;5,36
2021-W37;16-19;Ikke vaccineret;62;40946;151,42
2021-W37;16-19;Påbegyndt vaccinationsforløb;5;13195;37,89
2021-W37;20-39;Forventet fuld effekt;229;1036450;22,09
2021-W37;20-39;Ikke vaccineret;395;341185;115,77
2021-W37;20-39;Påbegyndt vaccinationsforløb;57;107740;52,91
2021-W37;40-64;Forventet fuld effekt;350;1708105;20,49
2021-W37;40-64;Ikke vaccineret;158;167105;94,55
2021-W37;40-64;Påbegyndt vaccinationsforløb;15;30625;48,98
2021-W37;65-79;Forventet fuld effekt;122;861300;14,16
2021-W37;65-79;Ikke vaccineret;10;30656;32,62
2021-W37;65-79;Påbegyndt vaccinationsforløb;2;3216;62,19
2021-W37;80+;Forventet fuld effekt;48;260621;18,42
2021-W37;80+;Ikke vaccineret;2;9812;20,38
2021-W37;80+;Påbegyndt vaccinationsforløb;0;1312;0,00
2021-W38;12-15;Forventet fuld effekt;6;154311;3,89
2021-W38;12-15;Ikke vaccineret;171;89937;190,13
2021-W38;12-15;Påbegyndt vaccinationsforløb;16;40234;39,77
